epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
2,150,0.6731107205623902,0.7627416520210897,0.8066783831282952,0.8523725834797891,0.6731107205623902,0.6731107205623902,0.2542472173403632,0.7627416520210897,0.161335676625659,0.8066783831282952,0.08523725834797889,0.8523725834797891,0.7301566379334392,0.7594276286626954,0.7341829354201396,0.6572934973637962,0.773286467486819,0.8014059753954306,0.8506151142355008,0.6572934973637962,0.6572934973637962,0.25776215582893963,0.773286467486819,0.16028119507908611,0.8014059753954306,0.08506151142355008,0.8506151142355008,0.7205484419895664,0.7518487210579908,0.7245364071892493
2,-1,0.655536028119508,0.7574692442882249,0.7943760984182777,0.8383128295254832,0.655536028119508,0.655536028119508,0.252489748096075,0.7574692442882249,0.15887521968365553,0.7943760984182777,0.08383128295254832,0.8383128295254832,0.7152000167378022,0.7448646965316932,0.7196904541664717,0.6362038664323374,0.7574692442882249,0.7943760984182777,0.8383128295254832,0.6362038664323374,0.6362038664323374,0.252489748096075,0.7574692442882249,0.15887521968365553,0.7943760984182777,0.08383128295254832,0.8383128295254832,0.7037625184813232,0.7363587264838236,0.7080880448883021
3,50,0.6590509666080844,0.7644991212653779,0.8014059753954306,0.8400702987697716,0.6590509666080844,0.6590509666080844,0.2548330404217926,0.7644991212653779,0.1602811950790861,0.8014059753954306,0.08400702987697715,0.8400702987697716,0.7197750160403935,0.7489078896105441,0.7239614825685802,0.6520210896309314,0.7574692442882249,0.7978910369068541,0.8383128295254832,0.6520210896309314,0.6520210896309314,0.25248974809607494,0.7574692442882249,0.15957820738137082,0.7978910369068541,0.08383128295254834,0.8383128295254832,0.7141434429659387,0.7441972587909931,0.7182363706406882
3,100,0.6590509666080844,0.7609841827768014,0.804920913884007,0.836555360281195,0.6590509666080844,0.6590509666080844,0.25366139425893375,0.7609841827768014,0.1609841827768014,0.804920913884007,0.0836555360281195,0.836555360281195,0.7194611822467707,0.7479796712884467,0.7245635940992825,0.6432337434094904,0.7521968365553603,0.81195079086116,0.8400702987697716,0.6432337434094904,0.6432337434094904,0.2507322788517867,0.7521968365553603,0.16239015817223199,0.81195079086116,0.08400702987697715,0.8400702987697716,0.7101751889976843,0.7417730887134758,0.7146460616504338
3,150,0.664323374340949,0.7627416520210897,0.8066783831282952,0.8453427065026362,0.664323374340949,0.664323374340949,0.2542472173403632,0.7627416520210897,0.16133567662565904,0.8066783831282952,0.08453427065026362,0.8453427065026362,0.7230904957179121,0.7525968641862486,0.7275178140215098,0.655536028119508,0.7680140597539543,0.8066783831282952,0.8471001757469244,0.655536028119508,0.655536028119508,0.2560046865846514,0.7680140597539543,0.16133567662565904,0.8066783831282952,0.08471001757469243,0.8471001757469244,0.7193698217424052,0.7502640517003398,0.7236278526380445
3,-1,0.6590509666080844,0.7662565905096661,0.7996485061511424,0.8471001757469244,0.6590509666080844,0.6590509666080844,0.255418863503222,0.7662565905096661,0.15992970123022848,0.7996485061511424,0.08471001757469243,0.8471001757469244,0.7223303205289147,0.7524784861689254,0.7265660776977573,0.655536028119508,0.7609841827768014,0.8031634446397188,0.8418277680140598,0.655536028119508,0.655536028119508,0.25366139425893375,0.7609841827768014,0.16063268892794375,0.8031634446397188,0.08418277680140596,0.8418277680140598,0.7171932100315227,0.7473235005866684,0.7218906810221369
4,50,0.6608084358523726,0.7574692442882249,0.7873462214411248,0.843585237258348,0.6608084358523726,0.6608084358523726,0.252489748096075,0.7574692442882249,0.15746924428822495,0.7873462214411248,0.0843585237258348,0.843585237258348,0.7191396769604151,0.7489329492553387,0.7237166615940064,0.6432337434094904,0.7504393673110721,0.7908611599297012,0.8418277680140598,0.6432337434094904,0.6432337434094904,0.2501464557703573,0.7504393673110721,0.15817223198594024,0.7908611599297012,0.08418277680140596,0.8418277680140598,0.708337517783915,0.7404765398088172,0.7128321417456653
4,100,0.6572934973637962,0.7592267135325131,0.7855887521968365,0.8418277680140598,0.6572934973637962,0.6572934973637962,0.2530755711775044,0.7592267135325131,0.1571177504393673,0.7855887521968365,0.08418277680140597,0.8418277680140598,0.7148875777610398,0.7451959041615538,0.7203322322621545,0.6432337434094904,0.7486818980667839,0.7873462214411248,0.8383128295254832,0.6432337434094904,0.6432337434094904,0.24956063268892795,0.7486818980667839,0.15746924428822495,0.7873462214411248,0.08383128295254832,0.8383128295254832,0.7061162719334947,0.7378135153989669,0.7115841508647262
4,150,0.6537785588752196,0.7521968365553603,0.7978910369068541,0.8453427065026362,0.6537785588752196,0.6537785588752196,0.2507322788517867,0.7521968365553603,0.15957820738137082,0.7978910369068541,0.08453427065026362,0.8453427065026362,0.7145193461098557,0.7458677311047444,0.7192679434590183,0.6467486818980668,0.7504393673110721,0.7961335676625659,0.8400702987697716,0.6467486818980668,0.6467486818980668,0.2501464557703573,0.7504393673110721,0.15922671353251316,0.7961335676625659,0.08400702987697715,0.8400702987697716,0.7100294306357573,0.7413703715685745,0.7149923521810254
4,-1,0.6537785588752196,0.7592267135325131,0.7978910369068541,0.836555360281195,0.6537785588752196,0.6537785588752196,0.2530755711775044,0.7592267135325131,0.15957820738137082,0.7978910369068541,0.0836555360281195,0.836555360281195,0.7143903255502552,0.7439735019172906,0.7196562813005097,0.6379613356766256,0.7557117750439367,0.8031634446397188,0.836555360281195,0.6379613356766256,0.6379613356766256,0.25190392501464554,0.7557117750439367,0.16063268892794375,0.8031634446397188,0.0836555360281195,0.836555360281195,0.7065019387954361,0.738154058183288,0.7116132654281703
5,50,0.6572934973637962,0.7592267135325131,0.7996485061511424,0.8330404217926186,0.6572934973637962,0.6572934973637962,0.2530755711775044,0.7592267135325131,0.15992970123022848,0.7996485061511424,0.08330404217926186,0.8330404217926186,0.7156993611738776,0.7441066998533977,0.7209403015116685,0.6432337434094904,0.7557117750439367,0.7996485061511424,0.8400702987697716,0.6432337434094904,0.6432337434094904,0.25190392501464554,0.7557117750439367,0.15992970123022848,0.7996485061511424,0.08400702987697715,0.8400702987697716,0.7088766145005159,0.740574972250669,0.7133043425830528
5,100,0.6590509666080844,0.7574692442882249,0.7978910369068541,0.8400702987697716,0.6590509666080844,0.6590509666080844,0.252489748096075,0.7574692442882249,0.15957820738137082,0.7978910369068541,0.08400702987697715,0.8400702987697716,0.7191452562278572,0.748296580497102,0.7241896891244504,0.6449912126537786,0.7521968365553603,0.7943760984182777,0.8347978910369068,0.6449912126537786,0.6449912126537786,0.25073227885178667,0.7521968365553603,0.15887521968365553,0.7943760984182777,0.08347978910369068,0.8347978910369068,0.7097665076575446,0.740119634187898,0.7151543762069684
5,150,0.6537785588752196,0.7557117750439367,0.7996485061511424,0.8400702987697716,0.6537785588752196,0.6537785588752196,0.25190392501464554,0.7557117750439367,0.15992970123022848,0.7996485061511424,0.08400702987697715,0.8400702987697716,0.7155319831506124,0.7455867072857493,0.7206368007449212,0.6502636203866432,0.7521968365553603,0.7961335676625659,0.8330404217926186,0.6502636203866432,0.6502636203866432,0.2507322788517867,0.7521968365553603,0.15922671353251316,0.7961335676625659,0.08330404217926186,0.8330404217926186,0.7107219572070185,0.7402815196497489,0.7160054878300688
5,-1,0.6537785588752196,0.7557117750439367,0.7926186291739895,0.8330404217926186,0.6537785588752196,0.6537785588752196,0.25190392501464554,0.7557117750439367,0.15852372583479787,0.7926186291739895,0.08330404217926186,0.8330404217926186,0.7146148910648032,0.7433490541050645,0.7201617062134419,0.6432337434094904,0.7504393673110721,0.789103690685413,0.8383128295254832,0.6432337434094904,0.6432337434094904,0.2501464557703573,0.7504393673110721,0.15782073813708258,0.789103690685413,0.08383128295254832,0.8383128295254832,0.7070382458783164,0.738666456805642,0.7117808046719811
6,50,0.655536028119508,0.7627416520210897,0.7908611599297012,0.8418277680140598,0.655536028119508,0.655536028119508,0.2542472173403632,0.7627416520210897,0.15817223198594024,0.7908611599297012,0.08418277680140596,0.8418277680140598,0.716382124027115,0.746567943750581,0.720981121457292,0.648506151142355,0.7539543057996485,0.7908611599297012,0.8330404217926186,0.648506151142355,0.648506151142355,0.2513181019332162,0.7539543057996485,0.15817223198594021,0.7908611599297012,0.08330404217926186,0.8330404217926186,0.7105887521968365,0.7401900880162657,0.7156993699900883
6,100,0.6537785588752196,0.7574692442882249,0.7996485061511424,0.8418277680140598,0.6537785588752196,0.6537785588752196,0.252489748096075,0.7574692442882249,0.15992970123022848,0.7996485061511424,0.08418277680140596,0.8418277680140598,0.715983903813429,0.7462738613462914,0.7210419908432242,0.6502636203866432,0.7574692442882249,0.7961335676625659,0.836555360281195,0.6502636203866432,0.6502636203866432,0.252489748096075,0.7574692442882249,0.15922671353251316,0.7961335676625659,0.0836555360281195,0.836555360281195,0.7126105392361982,0.7425925311870576,0.7177511296708221
6,150,0.6572934973637962,0.7486818980667839,0.7943760984182777,0.836555360281195,0.6572934973637962,0.6572934973637962,0.24956063268892795,0.7486818980667839,0.15887521968365553,0.7943760984182777,0.0836555360281195,0.836555360281195,0.7148541021563866,0.7441483823739965,0.720005042345244,0.6502636203866432,0.7539543057996485,0.7855887521968365,0.8347978910369068,0.6502636203866432,0.6502636203866432,0.2513181019332162,0.7539543057996485,0.1571177504393673,0.7855887521968365,0.08347978910369068,0.8347978910369068,0.7089393812592406,0.739219987873726,0.7138940290066442
6,-1,0.6608084358523726,0.7521968365553603,0.7943760984182777,0.8400702987697716,0.6608084358523726,0.6608084358523726,0.2507322788517867,0.7521968365553603,0.15887521968365553,0.7943760984182777,0.08400702987697715,0.8400702987697716,0.7167447764108572,0.7463413808266011,0.7212101768273351,0.6414762741652021,0.7486818980667839,0.7908611599297012,0.8330404217926186,0.6414762741652021,0.6414762741652021,0.24956063268892795,0.7486818980667839,0.15817223198594024,0.7908611599297012,0.08330404217926186,0.8330404217926186,0.7046335816107346,0.735703950236011,0.7095987351743961
7,50,0.6608084358523726,0.7539543057996485,0.7873462214411248,0.8347978910369068,0.6608084358523726,0.6608084358523726,0.2513181019332162,0.7539543057996485,0.15746924428822495,0.7873462214411248,0.08347978910369068,0.8347978910369068,0.7164567467291544,0.7449152724609991,0.7210969785787206,0.6379613356766256,0.7539543057996485,0.7926186291739895,0.8312829525483304,0.6379613356766256,0.6379613356766256,0.2513181019332162,0.7539543057996485,0.15852372583479787,0.7926186291739895,0.08312829525483303,0.8312829525483304,0.703440315786537,0.7344650410313829,0.7082241992056317
7,100,0.6502636203866432,0.7539543057996485,0.7978910369068541,0.836555360281195,0.6502636203866432,0.6502636203866432,0.2513181019332162,0.7539543057996485,0.15957820738137082,0.7978910369068541,0.0836555360281195,0.836555360281195,0.7124340949033391,0.7424800665991088,0.7171231011140128,0.6414762741652021,0.7504393673110721,0.7873462214411248,0.8330404217926186,0.6414762741652021,0.6414762741652021,0.2501464557703573,0.7504393673110721,0.15746924428822495,0.7873462214411248,0.08330404217926186,0.8330404217926186,0.7051364130889614,0.7360497311113297,0.7098155386812935
7,150,0.6625659050966608,0.7592267135325131,0.8084358523725835,0.8383128295254832,0.6625659050966608,0.6625659050966608,0.2530755711775044,0.7592267135325131,0.1616871704745167,0.8084358523725835,0.08383128295254832,0.8383128295254832,0.7198796273049348,0.7485495121131209,0.7248120803031478,0.648506151142355,0.7557117750439367,0.7978910369068541,0.836555360281195,0.648506151142355,0.648506151142355,0.25190392501464554,0.7557117750439367,0.15957820738137082,0.7978910369068541,0.0836555360281195,0.836555360281195,0.710582475520964,0.7410818476750561,0.7154195452353291
7,-1,0.6625659050966608,0.7609841827768014,0.8101933216168717,0.8418277680140598,0.6625659050966608,0.6625659050966608,0.25366139425893375,0.7609841827768014,0.16203866432337433,0.8101933216168717,0.08418277680140597,0.8418277680140598,0.7217807626858592,0.7508941516323255,0.7263646283615345,0.655536028119508,0.7574692442882249,0.804920913884007,0.836555360281195,0.655536028119508,0.655536028119508,0.252489748096075,0.7574692442882249,0.1609841827768014,0.804920913884007,0.0836555360281195,0.836555360281195,0.7155787095154406,0.7449249571592762,0.7204781387783553
8,50,0.6572934973637962,0.7627416520210897,0.8014059753954306,0.8418277680140598,0.6572934973637962,0.6572934973637962,0.2542472173403632,0.7627416520210897,0.1602811950790861,0.8014059753954306,0.08418277680140596,0.8418277680140598,0.7188251457583616,0.7486373026351423,0.7233719806674079,0.6467486818980668,0.7521968365553603,0.8031634446397188,0.8383128295254832,0.6467486818980668,0.6467486818980668,0.2507322788517867,0.7521968365553603,0.16063268892794375,0.8031634446397188,0.08383128295254834,0.8383128295254832,0.7110992551677963,0.7419405858565131,0.7157656017468198
8,100,0.6537785588752196,0.7644991212653779,0.8031634446397188,0.843585237258348,0.6537785588752196,0.6537785588752196,0.2548330404217926,0.7644991212653779,0.16063268892794375,0.8031634446397188,0.08435852372583479,0.843585237258348,0.7180056908527908,0.7485134303768846,0.7226318427527666,0.6467486818980668,0.7644991212653779,0.7996485061511424,0.8418277680140598,0.6467486818980668,0.6467486818980668,0.2548330404217926,0.7644991212653779,0.15992970123022848,0.7996485061511424,0.08418277680140596,0.8418277680140598,0.7127911680196387,0.744080299954427,0.7172466478594145
8,150,0.6590509666080844,0.7627416520210897,0.8014059753954306,0.8453427065026362,0.6590509666080844,0.6590509666080844,0.2542472173403632,0.7627416520210897,0.1602811950790861,0.8014059753954306,0.08453427065026362,0.8453427065026362,0.7201544062264623,0.7503743698085752,0.7246379242717232,0.6432337434094904,0.7574692442882249,0.7978910369068541,0.8418277680140598,0.6432337434094904,0.6432337434094904,0.252489748096075,0.7574692442882249,0.1595782073813708,0.7978910369068541,0.08418277680140596,0.8418277680140598,0.7096981616313776,0.7416897865777579,0.7141848091779142
8,-1,0.6590509666080844,0.7627416520210897,0.8031634446397188,0.8400702987697716,0.6590509666080844,0.6590509666080844,0.2542472173403632,0.7627416520210897,0.16063268892794375,0.8031634446397188,0.08400702987697715,0.8400702987697716,0.71912712360867,0.7484674630075807,0.7241272435440206,0.6414762741652021,0.7574692442882249,0.7978910369068541,0.8418277680140598,0.6414762741652021,0.6414762741652021,0.252489748096075,0.7574692442882249,0.15957820738137082,0.7978910369068541,0.08418277680140596,0.8418277680140598,0.7090969955644824,0.7412468522738674,0.7135902267911298
9,50,0.655536028119508,0.7627416520210897,0.7978910369068541,0.8400702987697716,0.655536028119508,0.655536028119508,0.2542472173403632,0.7627416520210897,0.1595782073813708,0.7978910369068541,0.08400702987697715,0.8400702987697716,0.7163709654922308,0.7463142730303535,0.7213395107000218,0.6344463971880492,0.7574692442882249,0.7926186291739895,0.8400702987697716,0.6344463971880492,0.6344463971880492,0.252489748096075,0.7574692442882249,0.15852372583479787,0.7926186291739895,0.08400702987697715,0.8400702987697716,0.7047793399726616,0.7375714901228934,0.7093998703260853
9,100,0.6572934973637962,0.7609841827768014,0.8014059753954306,0.8400702987697716,0.6572934973637962,0.6572934973637962,0.25366139425893375,0.7609841827768014,0.1602811950790861,0.8014059753954306,0.08400702987697715,0.8400702987697716,0.7176416436521884,0.747257611640082,0.722593992734213,0.6397188049209139,0.7592267135325131,0.7926186291739895,0.836555360281195,0.6397188049209139,0.6397188049209139,0.2530755711775044,0.7592267135325131,0.15852372583479787,0.7926186291739895,0.0836555360281195,0.836555360281195,0.7065932992998019,0.7381315543845558,0.7115138349531435
9,150,0.6520210896309314,0.7627416520210897,0.8031634446397188,0.8400702987697716,0.6520210896309314,0.6520210896309314,0.2542472173403632,0.7627416520210897,0.16063268892794375,0.8031634446397188,0.08400702987697715,0.8400702987697716,0.7151693307668703,0.7454549370135072,0.720125478661257,0.6432337434094904,0.7609841827768014,0.7943760984182777,0.836555360281195,0.6432337434094904,0.6432337434094904,0.25366139425893375,0.7609841827768014,0.15887521968365553,0.7943760984182777,0.0836555360281195,0.836555360281195,0.7092755321226323,0.7401785538748127,0.7142006681269429
9,-1,0.6520210896309314,0.7609841827768014,0.8031634446397188,0.8418277680140598,0.6520210896309314,0.6520210896309314,0.25366139425893375,0.7609841827768014,0.16063268892794375,0.8031634446397188,0.08418277680140596,0.8418277680140598,0.7154915334616565,0.7460712307533363,0.7202911376649566,0.6432337434094904,0.7574692442882249,0.7943760984182777,0.836555360281195,0.6432337434094904,0.6432337434094904,0.252489748096075,0.7574692442882249,0.15887521968365553,0.7943760984182777,0.0836555360281195,0.836555360281195,0.7089826205819175,0.7399348862406243,0.7139072925638132
